chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
0.404115736,0.088982761,0.285405695,0.013456079,2766.250686,1389922.918,2521.212012,276556.7908,5420.804721,4568778.428,0.148367899,0.008388607,0.525341511,0.073783942,112.3471467,-5.81600523,3746.838867,82.82255554,1609.02063,-8.326559067,673.8014526,15.10377884,252.340271,4.799343109,245.7218323,1.811411262,134.5411835,-7.161284924,125.9436874,6.536253929,94.75931549,-9.911765099,77.16695404,3.139717579,66.0401535,-2.871332645,84.52548981,0.657551527,59.47415543,-0.888173878,64.45067596,4.282935619,58.64936829,-2.526440144,54.96360779,4.593178749,51.94366837,-7.460187912,51.78048325,1.441892624,58.73826218,-5.946772575,59.06612015,-2.088170767,66.44098663
0.282069057,0.094365031,0.170115486,0.003050767,1743.750668,353851.3461,1580.366094,172936.2666,3426.745946,1300744.081,0.098687171,0.00231091,0.44506073,0.071025938,117.4538352,-116.8158951,8863.589844,132.9447327,1240.382813,-50.14483643,858.5270996,43.57223511,424.6790771,-23.61798859,205.2186584,8.860640526,162.9172974,-10.16798306,122.7779617,-2.286593914,125.6370163,-9.503260612,101.6255188,-8.829989433,94.19281769,-9.927576065,104.0020447,-9.600333214,85.15239716,-9.101523399,72.37068176,-7.909000397,67.37833405,-5.491436958,51.17753601,-5.29215765,48.74147797,-8.320308685,39.49237442,-7.351378918,49.48842239,-8.796183586,70.94545746,-4.66252327,90.10192871
0.274392128,0.087232001,0.190281942,0.006114387,1445.670741,506565.5267,1964.321158,441799.3766,2905.360209,3009331.099,0.055595847,0.001448116,0.314260334,0.082248129,135.9991776,-147.8562317,10185.88867,128.4622498,1426.008301,18.53510475,461.3554993,23.31523895,274.8624878,9.190084457,330.5028992,-1.313291907,168.5582428,-1.66263926,163.7784424,3.31855154,148.8066559,-16.29332733,181.1122131,1.259636879,121.5413971,-2.154637814,80.6443634,-5.923830986,99.86847687,2.052386522,122.1023178,-7.130209923,69.26794434,-4.386112213,59.03769684,-1.357953548,65.9018631,-8.564085007,65.09434509,-2.790344477,79.18655396,-3.381683111,92.3348999,-7.729270935,83.91342926
0.431405842,0.088398524,0.288814574,0.011927303,2783.919258,622279.8801,2597.654722,138691.3659,5680.335096,2092322.748,0.14511943,0.006122426,0.553354263,0.060349461,64.59960938,-3.456397295,5580.632813,70.19996643,862.1943359,-13.28999519,620.1618042,19.1173439,304.7309265,3.949208975,257.2707825,6.389681816,273.8673096,2.705947399,159.8032837,6.040033817,118.4857941,-5.273184776,131.4335785,9.032777786,171.0854645,-0.551883578,117.3963013,2.451056242,72.14600372,-1.709707022,66.62169647,0.100836709,80.5173645,-2.937994719,59.74884796,3.426334143,60.96856308,-2.650500774,61.89904404,8.07478714,75.63931274,2.144273758,62.32132339,4.695794106,69.2883606
0.288767934,0.092641972,0.143841118,0.002822402,1843.431702,661125.7639,2222.323007,283591.3339,3897.150046,3352003.163,0.069711471,0.002880277,0.335968256,0.08142028,129.1992188,-157.5307617,5137.854492,99.4373703,1165.97937,6.341450691,530.6811523,35.35941315,349.8539124,10.55893803,172.379776,7.566607952,240.2672577,0.21537587,169.8999481,-0.18711552,190.4916534,-12.90416145,179.8010559,3.462050438,164.8709106,-9.912264824,124.592453,-5.378045082,108.615242,-5.06443882,100.516922,-6.149072647,142.4768829,-7.464796543,117.3750381,-6.142510891,108.7982864,-8.495365143,108.5334396,-0.751951814,109.0377045,-7.078823566,98.07524872,-4.764715672,98.35102081
0.265939683,0.087994963,0.190067083,0.008827619,1930.444844,425313.7121,2328.319937,334845.513,4341.811246,2979209.767,0.072393742,0.0014032,0.350413322,0.078818358,161.4990234,-112.8074875,7263.418457,106.0392838,785.1578979,6.151881695,810.4527588,11.16198349,316.4229431,2.898658752,183.8920898,1.813114762,123.5937119,-13.8940134,280.4474182,-4.034564018,164.4417572,-17.38936806,209.2941132,-10.21905518,194.6436462,-6.657700062,150.7243958,-3.901112795,94.79328156,-7.479951382,94.23384094,-0.702933252,81.85037994,-4.13527441,66.58574677,-1.409118772,55.62084961,-4.722179413,61.95393753,2.825223684,63.20636749,-3.664540291,76.50066376,0.272227466,65.91346741
0.333640665,0.089269869,0.243723586,0.013175459,2127.563819,720249.495,2508.548951,383963.006,4845.797087,4144232.594,0.076987567,0.002524096,0.363070816,0.081338219,143.5546875,-75.75097656,8280.134766,99.07376099,974.6209106,18.01041412,425.4509888,19.45177269,199.7219696,8.057731628,162.8226318,8.961197853,122.0474319,-3.534941196,114.591217,0.656034827,85.4402771,-8.398497581,130.0427399,1.721293211,116.4533997,-3.816921949,77.64504242,1.785222173,72.72690582,-5.383427143,81.91231537,-1.944331646,93.86990356,-6.1042943,121.4008789,-0.045536697,62.83975983,-3.829110146,55.61063385,-0.699824333,66.81355286,-7.222088337,58.5266304,-6.793655396,59.66402435
0.498831332,0.079347074,0.291837752,0.019228227,2186.354276,1221666.847,2650.13665,529645.7442,5214.947633,6504632.928,0.057395911,0.004725453,0.421700746,0.092329346,123.046875,-114.3363495,9312.058594,90.51124573,1475.861694,24.81349945,787.713501,14.87164688,504.1634827,21.72700119,458.9273071,8.884139061,291.9254761,-0.708455265,262.4302063,9.492469788,247.703537,-4.923233509,240.0418701,11.7174921,233.7854919,-4.042425632,167.1147766,8.123017311,134.3403778,-2.002585411,98.87967682,2.510215998,112.7224045,6.27339077,92.02820587,5.26094532,87.29302979,-0.166442305,88.31680298,8.585881233,78.02373505,-2.768335104,79.90344238,6.805975437,68.33311462
0.514784396,0.084833324,0.33323279,0.017932143,2135.565038,858421.9976,2459.829317,255679.9161,4686.985547,3471398.458,0.06746161,0.004870795,0.40157342,0.069408149,117.4538352,-56.54501724,3594.045898,93.72267151,1231.823242,3.639194965,657.4750977,27.18698883,258.6669922,8.758936882,219.2025909,10.57698631,199.5614014,4.119299889,155.6843567,8.248636246,101.5538864,3.761770248,99.34692383,13.01204491,89.77269745,-0.460657418,67.31292725,8.602789879,72.12210846,0.217401192,68.85457611,7.600163937,49.55934906,0.21752955,57.73929977,3.553053141,48.20894623,-0.203127116,48.37075424,4.86777401,54.11958313,-0.121028811,67.79977417,6.442152023,62.56141281
0.436505795,0.08890073,0.2458653,0.020864777,2185.865398,1152062.992,2230.917808,482532.4243,4429.30655,4734896.78,0.098918462,0.00550476,0.465499759,0.071815424,172.265625,-93.72070313,13947.15625,93.32522583,1675.348022,-3.655282259,949.0720825,33.48810196,435.3596497,9.266269684,246.0748901,1.558319092,253.5258942,3.01783514,154.8617554,11.3595171,305.9168701,-3.182871103,130.1900177,7.965239525,163.5784912,-1.213139892,134.4688721,0.730165899,131.544693,1.883134961,161.1997223,1.094213843,108.5927658,-3.190450907,84.98558807,2.171820879,112.4772644,-9.581622124,73.93569183,0.28244552,109.3698425,-5.828642845,86.86706543,0.14418973,121.3657608
0.252391934,0.084153183,0.036244892,0.000220751,1505.166424,44457.89174,1559.00574,43682.97327,2716.306158,299398.3072,0.098222702,0.000431394,0.356408566,0.076718189,95.703125,-268.1955261,1792.286011,135.6919708,189.0908813,-34.05140686,231.4402771,25.61551476,169.2002563,-12.97758484,71.46849823,17.90298843,74.70689392,-9.990348816,114.7507019,5.630702972,65.85097504,-14.14257336,75.53708649,7.490303993,177.0361023,-3.969332218,106.8648834,8.258573532,80.11927032,-1.335326195,154.5340118,-0.365051627,188.3262329,1.039341211,171.7805481,3.79138422,86.13790894,-0.320783019,100.827095,1.772985339,95.44072723,0.889233768,97.1333313,-0.84202522,120.8657913
0.214995041,0.08500956,0.030625174,0.000160968,1360.643672,61611.21285,1441.243134,32378.72969,2387.72913,368797.1379,0.087765628,0.000629679,0.278411627,0.080355935,112.3471467,-324.0611572,984.0166016,133.594574,333.2983093,-25.04469299,187.5192261,24.55264854,151.7171326,-11.94702435,130.1637878,17.66755867,139.4789734,-5.524336338,123.1433411,1.71105063,82.1829071,-10.57714176,76.72661591,-0.849829733,82.1895752,-7.808103561,98.43104553,3.525355101,117.6159821,5.048823357,192.8587036,1.36748004,156.2954254,3.010915995,163.4925079,-3.128688812,158.4981232,-4.28984642,75.67642975,0.591009498,134.6177063,2.877630949,153.6305542,0.373280078,123.7073822
0.277958095,0.083758704,0.043859549,0.00019262,1490.275364,38993.33753,1600.115744,31200.89904,2785.294011,274835.3889,0.090045784,0.000395227,0.378903985,0.071917228,99.38401442,-235.2537231,857.9429321,141.1099854,197.6880798,-34.67073441,151.6973877,30.96661186,136.0753937,-16.38002014,51.46429062,23.1108284,81.5814743,-11.03014851,79.47805786,7.638682365,59.4458847,-19.01194191,50.8346138,4.219428539,77.91162109,-11.82759953,60.40375519,8.91182518,67.26262665,-1.431637883,99.73355103,4.288130283,81.59481049,1.475191832,94.9488678,3.171561241,85.15091705,-1.309432507,77.17074585,2.945177794,74.20265961,-1.655027032,59.09608078,-2.896193027,53.00043488
0.252391934,0.084153183,0.036244892,0.000220751,1505.166424,44457.89174,1559.00574,43682.97327,2716.306158,299398.3072,0.098222702,0.000431394,0.356408566,0.076718189,95.703125,-268.1955261,1792.286011,135.6919708,189.0908813,-34.05140686,231.4402771,25.61551476,169.2002563,-12.97758484,71.46849823,17.90298843,74.70689392,-9.990348816,114.7507019,5.630702972,65.85097504,-14.14257336,75.53708649,7.490303993,177.0361023,-3.969332218,106.8648834,8.258573532,80.11927032,-1.335326195,154.5340118,-0.365051627,188.3262329,1.039341211,171.7805481,3.79138422,86.13790894,-0.320783019,100.827095,1.772985339,95.44072723,0.889233768,97.1333313,-0.84202522,120.8657913
0.25239107,0.084156901,0.03625489,0.000220806,1505.299012,44468.91354,1558.952849,43710.79575,2717.008571,298990.8387,0.09824506,0.000430886,0.356429607,0.076751731,95.703125,-268.1559448,1791.737671,135.6895752,189.1907349,-34.07062912,231.1849823,25.63082886,169.0572052,-12.96951199,71.43868256,17.89194489,74.60720062,-9.996481895,114.8001633,5.628051281,65.89445496,-14.14241505,75.59723663,7.498351574,177.0814819,-3.96159935,106.8488541,8.261254311,80.184021,-1.352932692,154.2627716,-0.382257909,188.077301,1.03176403,171.8433838,3.80718708,85.92227173,-0.303796411,100.5097961,1.778556943,95.47489929,0.890327573,97.20411682,-0.837884307,120.9370651
0.21506381,0.085009202,0.030627836,0.000161088,1360.408354,61578.41792,1441.143831,32378.89401,2387.218898,368470.1671,0.087771578,0.000629877,0.278424263,0.080371208,112.3471467,-324.0587769,984.553772,133.6100464,333.2323914,-25.03110123,187.4171448,24.56755447,151.5237579,-11.93368721,130.028656,17.66252899,139.5305939,-5.530693531,123.1715393,1.71668613,82.21229553,-10.56964016,76.72651672,-0.845978618,82.23101044,-7.798112869,98.3796463,3.522399664,117.6911392,5.041735172,192.9175873,1.361833692,156.3749695,3.003345728,163.5186462,-3.124862671,158.602951,-4.29153347,75.73121643,0.591218293,134.7249908,2.871972799,153.7028046,0.366270453,123.7485123
0.277865231,0.083741501,0.043869056,0.000192663,1490.03481,38947.7352,1599.959102,31192.45323,2784.916493,274863.832,0.09004972,0.000395304,0.378732026,0.071884573,99.38401442,-235.2557983,858.6044922,141.1281891,197.4054108,-34.66685486,151.7971497,30.9792347,135.9259796,-16.37793541,51.49528503,23.11198425,81.65823364,-11.03144455,79.536026,7.639466286,59.48852921,-19.00824165,50.85005569,4.235649586,77.67451477,-11.82091713,60.39016724,8.909784317,67.31298065,-1.433872104,99.81007385,4.28102541,81.59283447,1.482139826,94.95627594,3.187974691,84.87174988,-1.309518218,77.22753906,2.929819345,73.96144867,-1.661003232,59.09527206,-2.896665573,53.03665543
